20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000000
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000003
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111013 0.000017
20111014 0.000017
20111014 0.000017
20111014 0.000068
20111014 0.000068
20111014 0.000068
20111014 0.000068
20111014 0.000068
20111014 0.000068
20111015 0.000068
20111015 0.000068
20111015 0.000068
20111015 0.000068
20111015 0.000068
20111016 0.000068
20111016 0.000068
20111016 0.000068
20111016 0.000099
20111016 0.000099
20111016 0.000099
20111017 0.000099
20111017 0.000099
20111017 0.000099
20111017 0.000099
20111017 0.000099
20111017 0.000099
20111018 0.000099
20111018 0.000099
20111018 0.000099
20111018 0.000099
20111018 0.000099
20111019 0.000139
20111019 0.000139
20111019 0.000139
20111019 0.000139
20111019 0.000139
20111020 0.000139
20111020 0.000139
20111020 0.000139
20111020 0.000139
20111020 0.000139
20111021 0.000139
20111021 0.000139
20111021 0.000139
20111021 0.000139
20111021 0.000185
