20120713 3.170275
20120714 3.726028
20120715 3.748258
20120716 4.790049
20120717 5.425823
20120718 4.376795
20120719 3.874506
20120720 4.949816
20120721 4.070017
20120722 3.634930
20120723 3.772165
20120724 3.680675
20120725 2.718113
20120726 3.108808
20120727 3.577641
20120728 3.186947
20120729 3.366638
20120730 3.698723
20120731 3.992519
20120802 2.915292
20120803 2.633243
20120804 2.269913
20120805 2.149401
20120806 2.190190
20120807 2.984327
20120808 3.165870
20120809 3.069649
20120810 2.925317
20120811 3.083712
20120812 3.096029
20120813 2.663056
20120814 2.657185
20120815 1.584059
20120816 2.591050
20120817 2.663030
20120818 2.655832
20120819 2.244416
20120820 2.148939
20120821 2.282915
20120822 2.413811
20120823 2.530478
20120824 2.491142
20120825 2.531281
20120826 2.219042
20120827 2.187871
20120828 2.167089
20120829 2.408539
20120830 2.217775
20120831 2.331471
20120901 2.195646
20120902 2.033637
20120903 2.086115
20120904 2.035095
20120905 2.227504
20120906 2.133874
20120907 2.173685
20120908 2.154516
20120909 2.026134
20120910 1.994849
20120911 1.928803
20120912 1.976331
20120913 1.366788
20120914 1.675145
20120915 1.855139
20120916 2.173479
20120917 2.119896
20120918 2.204098
20120919 2.193944
20120920 2.238319
20120921 2.190986
20120922 2.210954
20120923 2.092281
20120924 1.986486
20120925 2.098308
20120926 1.933209
20120927 1.822117
20120928 1.939118
20120929 1.997242
20120930 2.073867
20121001 2.109232
20121002 2.645418
20121003 2.421056
20121004 2.499583
20121005 2.049452
20121006 1.935706
20121007 2.059343
20121008 2.232928
20121009 2.896057
20121010 3.054449
20121011 3.552734
20121012 2.900141
20121013 2.536902
20121014 1.864349
20121015 1.875598
20121016 1.830026
20121017 1.844447
20121018 1.899939
20121019 1.543436
20121020 1.762362
20121021 1.762362
20121022 2.253228
20121023 2.352931
20121024 2.278957
20121025 1.369433
20121026 1.362338
20121027 1.436687
20121028 1.472159
20121029 1.862145
20121030 1.904737
20121031 1.912390
20121101 1.589793
20121102 1.531317
20121103 1.540089
20121104 1.130383
20121105 1.146058
20121106 1.181519
20121107 1.163532
20121108 1.378729
20121109 1.355792
20121110 1.301317
20121111 1.274653
20121112 1.582745
20121113 1.698766
20121114 1.681787
20121115 1.253620
20121116 1.155093
20121117 1.111371
20121118 1.188961
20121119 1.081197
20121120 1.304217
20121121 1.469277
20121122 1.452521
20121123 1.612360
20121124 1.673637
20121125 1.626147
20121126 1.297657
20121127 1.345917
20121128 1.545237
20121129 1.338291
20121130 1.444410
20121201 0.489895
20121202 0.455750
20121203 0.388946
20121204 0.436748
20121205 0.383157
20121206 0.469111
20121207 1.223682
20121208 1.184166
20121209 0.491636
20121210 0.486223
20121211 0.495811
20121212 0.514523
20121213 0.493337
20121214 0.486996
20121215 1.265824
20121216 1.268124
20121217 0.442159
20121218 0.440187
20121219 0.417887
20121220 0.445800
20121221 0.451109
20121222 1.064661
20121223 1.048437
20121224 1.062575
20121225 0.538228
20121226 0.510449
20121227 0.502932
20121228 0.489533
20121229 0.878887
20121230 0.809323
20121231 0.807825
20130101 0.622931
20130102 0.615312
20130103 0.617217
20130104 0.611693
20130105 0.695507
20130106 1.106011
20130107 1.105260
20130108 1.072710
20130109 0.885045
20130110 0.849397
20130111 0.821596
20130112 0.818906
20130113 1.018638
20130114 0.974142
20130115 1.010398
20130116 0.740159
20130117 0.756220
20130118 0.735199
20130119 0.673552
20130120 0.605292
20130121 1.115190
20130122 1.079206
20130123 1.277283
20130124 1.335386
20130125 1.319206
20130126 1.319206
20130127 1.352024
20130128 1.299876
20130129 1.355876
20130130 1.365532
20130131 1.555418
20130201 1.698434
20130202 1.599694
20130203 1.660112
20130204 1.514141
20130205 1.534509
20130206 1.539601
20130207 1.618846
20130208 1.731866
20130209 1.827712
20130210 1.830577
20130211 1.833026
20130212 1.553199
20130213 1.613252
20130214 1.669217
20130215 1.675820
20130216 2.348995
20130217 2.340809
20130218 2.310520
20130219 1.816248
20130220 1.592204
20130221 1.628261
20130222 1.642264
20130223 2.033336
20130224 1.990154
20130225 1.911317
20130226 2.002775
20130227 2.024267
20130228 2.229673
20130301 2.421441
20130302 2.206690
20130303 3.171978
20130304 2.662637
20130305 4.014036
20130306 2.731483
20130307 3.084872
20130308 3.177303
20130309 3.445129
20130310 4.870141
20130311 6.559034
20130312 7.109730
20130313 7.255949
20130314 4.168917
20130315 4.255701
20130316 3.859741
20130317 3.065939
20130318 2.817147
20130319 2.713795
20130320 2.884190
20130321 2.192073
20130322 3.926430
20130323 4.074258
20130324 4.903372
20130325 3.788227
20130326 3.980331
20130327 3.883986
20130328 3.901518
20130329 3.955889
20130330 4.628999
20130331 4.914174
20130401 11.049493
20130402 19.669005
20130403 17.962719
20130404 16.353111
20130405 14.475449
20130406 8.811353
20130407 11.311793
20130408 12.873388
20130409 12.776733
20130410 8.259176
20130411 2.839060
20130412 4.628619
20130413 4.093980
20130414 4.294330
20130415 4.062896
20130416 3.079823
20130417 3.547394
20130418 3.455748
20130419 3.856349
20130420 3.915095
20130421 3.639159
20130422 3.796089
20130423 4.196922
20130424 4.346212
20130425 5.400798
20130426 5.541302
20130427 5.822471
20130428 5.348500
20130429 5.387284
20130430 5.422994
20130501 4.398860
20130502 3.900375
20130503 3.370590
20130504 3.941023
20130505 5.153343
20130506 4.781571
20130507 4.681003
20130508 3.858419
20130509 3.829056
20130510 3.879307
20130511 2.848532
20130512 2.774161
20130513 2.720742
20130514 2.119512
20130515 2.204592
20130516 2.156654
20130517 2.393756
20130518 2.653357
20130519 2.643446
20130520 2.543127
20130521 2.721629
20130522 2.720961
20130523 2.800030
20130524 2.842821
20130525 2.582627
20130526 2.721065
20130527 2.597982
20130528 2.547059
20130529 2.525351
20130530 2.449471
20130531 2.395103
20130601 2.209159
20130602 2.094595
20130603 2.101079
20130604 2.321283
20130605 2.342218
20130606 2.278559
20130607 2.123917
20130608 1.942080
20130609 1.781024
20130610 1.785243
20130611 1.690954
20130612 1.677196
20130613 1.605480
20130614 1.246018
20130615 1.206262
20130616 1.251280
20130617 1.342968
20130618 1.585563
20130619 1.601036
20130620 1.568892
20130621 1.715146
20130622 1.662606
20130623 1.837779
20130624 1.558032
20130625 1.520660
20130626 1.590309
20130627 1.684904
20130628 1.359279
20130629 1.398325
20130630 1.513459
20130701 1.389421
20130702 1.372320
20130703 1.332673
20130704 1.219835
20130705 0.987860
20130706 0.985416
20130707 1.139308
20130708 1.140870
20130709 1.127070
20130710 1.208112
20130711 1.078848
20130712 1.121199
20130713 1.144010
20130714 1.174456
20130715 1.314376
20130716 1.358762
20130717 1.369075
20130718 1.107903
20130719 1.110231
20130720 1.118827
20130721 1.122856
20130722 1.242365
20130723 1.232129
20130722 1.242365
20130723 1.254063
20130724 1.255993
20130725 1.220599
20130726 1.206263
20130727 1.191955
20130728 1.189098
20130729 1.241587
20130730 1.201527
20130731 1.202890
20130801 1.221070
20130802 1.371979
20130803 1.437187
20130804 1.414916
20130805 1.299625
20130806 1.292600
20130807 1.261136
20130808 1.210801
20130809 1.133567
20130810 1.012337
20130811 1.096387
20130812 1.072916
20130813 1.145861
20130814 1.090707
20130815 0.990753
20130816 1.005300
20130817 1.000775
20130818 0.996788
20130819 1.049813
20130820 1.032812
20130821 1.043742
20130822 0.898067
20130823 0.896731
20130824 0.874023
20130825 0.844247
20130826 0.837844
20130827 0.870740
20130828 0.898188
20130829 0.952975
20130830 0.957165
20130831 0.929531
20130901 0.679707
20130902 0.673800
20130903 0.683859
20130904 0.800118
20130905 1.084009
20130906 1.055470
20130907 1.053144
20130908 0.775154
20130909 0.755963
20130910 0.740316
20130911 0.732925
20130912 0.964286
20130913 0.944627
20130914 0.921120
20130915 0.962318
20130916 0.849974
20130917 0.837326
20130918 0.827140
20130919 0.706609
20130920 0.642254
20130921 0.679592
20130922 0.672900
20130923 0.732831
20130924 0.723635
20130925 0.677660
20130926 0.565367
20130927 0.510912
20130928 0.422859
20130929 0.439652
20130930 0.606807
20131001 0.678670
20131002 0.373381
20131003 0.537081
20131004 0.543256
20131005 0.515600
20131006 0.524769
20131007 0.540582
20131008 0.473376
20131009 0.421175
20131010 0.514222
20131011 0.552489
20131012 0.544824
20131013 0.562243
20131014 0.553074
20131015 0.526700
20131016 0.479997
20131017 0.443529
20131018 0.422223
20131019 0.363674
20131020 0.395993
20131021 0.332471
20131022 0.284384
20131023 0.535480
20131024 0.660959
20131025 0.631058
20131026 0.673271
20131027 0.428135
20131028 0.452432
20131029 0.453687
20131030 0.521574
20131031 0.660065
20131101 0.707618
20131102 0.854452
20131103 0.982297
20131104 1.129180
20131105 1.098257
20131106 1.289360
20131107 1.706576
20131108 1.794079
20131109 1.698354
